dataset,region,noise,seed,init_mae,init_in,init_out,region_share_R,prec_knn,arm,mae,err_in,err_out,n_in_region,error
diamonds,sparse_init,outlier,7001,0.22634293644183648,0.2358026886283376,0.2252655099187847,0.126,0.08888888888888889,rho_filter_a1,0.2277571489565818,0.19869121622897734,0.2310676380920845,17.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,all_data,0.20949468714475603,0.20137959103865313,0.210361435096321,,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,random,0.22218014430599461,0.2197036575474017,0.22244465008596603,,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,uniform,0.22040244284883115,0.2074989251681184,0.22178062708368312,9.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,rho,0.2125424210675859,0.19940321269226577,0.21394577868597922,17.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,ws_default,0.21907743139909494,0.20145753508020556,0.22095935723724972,21.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,ws_tuned,0.22200847934563536,0.2710403813197129,0.21677153574796132,22.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,kcenter_a1,0.21682458763182222,0.2057833038122726,0.21800387251127606,5.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,rho_a1,0.22534509774644618,0.2624465145603965,0.22138241183327936,29.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,rho_landscape_a1,0.2180964963151525,0.23316204557178033,0.2164873922716941,30.0,
diamonds,sparse_init,outlier,7002,0.20566489081012995,0.19657804934832399,0.2066354278339974,0.12866666666666668,0.10222222222222223,rho_filter_a1,0.21045708279898337,0.20312226630939714,0.21124049153306756,20.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,all_data,0.21156005160945363,0.196737172674651,0.2132161931691509,,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,random,0.2138966235975305,0.20769279226042442,0.21458976984475578,,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,uniform,0.20486244742010787,0.18951324765398977,0.20657739414216997,11.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,rho,0.2108210710919663,0.2056535703818753,0.21139842942588977,29.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,ws_default,0.20464327542208496,0.19085005380618403,0.20618437466877543,32.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,ws_tuned,0.20866246338175148,0.19278738298965137,0.210436166082592,27.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,kcenter_a1,0.20607104413295405,0.19653987617372587,0.20713594950249542,3.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,rho_a1,0.20390083212795115,0.2192693413036218,0.20218372798992462,38.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,rho_landscape_a1,0.20677071215543122,0.2203149352452456,0.20525743319987108,41.0,
diamonds,sparse_init,outlier,7003,0.19972372276726388,0.19938478002625687,0.19976159241203456,0.11266666666666666,0.13333333333333333,rho_filter_a1,0.2062027576594201,0.19210661769774376,0.20777770159065795,25.0,
diamonds,sparse_init,outlier,7004,0.20893696343105342,0.19866918814740508,0.21003992489563136,0.138,0.19111111111111112,all_data,0.21803759505519985,0.2071189052999458,0.21921047756490047,,
diamonds,sparse_init,outlier,7004,0.20893696343105342,0.19866918814740508,0.21003992489563136,0.138,0.19111111111111112,random,0.23517167158733718,0.20295393050456806,0.23863249205802223,,
