task,region,noise,seed,dim,emb_dim,init_mae,init_in,init_out,const_mae,detect_dist,detect_dist_emb,arm,hp,mae,err_in,err_out,err_in_emb,ess
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,random_emb,"random_emb|alpha=1.0,q=0.3",0.153827644963931,0.2832228812519738,0.13626633805147087,0.27480158685725575,0.558665777831233
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,loss,loss|alpha=0.5,0.14777966874099577,0.23543490651936122,0.1358832452151415,0.23229139167883517,0.8053275592049663
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,loss,loss|alpha=1.0,0.1589670688667875,0.2390524554648056,0.14809801299119046,0.23153054063288464,0.5084083032579222
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,smoothed_loss,smoothed_loss|alpha=0.5,0.14845758116340255,0.2614266843482244,0.13312560179873903,0.2506102052606394,0.9596470429884969
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,smoothed_loss,smoothed_loss|alpha=1.0,0.15075259136565142,0.2573971141949711,0.1362789735597415,0.2511934196594098,0.8560184195348617
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,jtt,"jtt|q=0.2,lam=2",0.1447916196718835,0.25054629623267166,0.13043877032604112,0.24237545973023913,0.9000000000000001
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,jtt,"jtt|q=0.2,lam=5",0.15177506897842818,0.24244045206027084,0.13947011352325475,0.24061518699338244,0.5586206896551722
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,jtt,"jtt|q=0.2,lam=10",0.1660737397214179,0.2501418417193725,0.1546641563156762,0.2453526422325122,0.3769230769230769
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,oracle,"oracle|alpha=0.5,q=0.03",0.16915108498499043,0.2530671741215101,0.15776213251274274,0.24356810247956795,0.2033902201589264
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,oracle,"oracle|alpha=0.5,q=0.1",0.15441852693668873,0.23628107297461576,0.14330827792870202,0.22477134446553762,0.49997168894778343
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,oracle,"oracle|alpha=0.5,q=0.3",0.15131713764044002,0.25196083853996487,0.1376579414365863,0.2427052857910504,0.8350767332071386
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,oracle,"oracle|alpha=1.0,q=0.03",0.9770233158172947,0.2778149637886077,1.0719187139631527,0.2830870241684391,0.06000013563736906
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,oracle,"oracle|alpha=1.0,q=0.1",0.24045986977123504,0.2627361500779022,0.2374365699454012,0.24736480393852503,0.19998188154212448
synth10,hard,gauss,4001,10,64,0.17021879488431765,0.3574770805271244,0.14480441085897364,0.9296404087160965,0.10126455643624317,0.05923789026818678,oracle,"oracle|alpha=1.0,q=0.3",0.15590614830880015,0.24497939978579827,0.14381727431504515,0.2316817627018878,0.5586657778312331
synth10,hard,gauss,4003,10,63,0.19784145636627762,0.40866265210286457,0.16806784955041157,0.9506238944251485,0.09458623405302535,0.033843213025258854,uniform,uniform,0.17191437729180858,0.32741188907357277,0.1499539583668519,0.2395425689617,1.0
